Trade #,Signal Timestamp,Signal Date,Daily Source Date,4H State Timestamp,Entry Timestamp,Exit Timestamp,Direction,Signal Close,Entry Price,Exit Price,Signal 1H ATR14,Initial SL,Exit/Final Stop,High-Water Mark,Daily Close,Daily EMA50,Daily EMA200,Daily Trend OK,4H EMA50,4H EMA100,4H RSI14,4H ATR14,4H EMA Spread,0.15×ATR Threshold,4H Separation OK,4H Breakout (20 prior incl. used 4H),4H Previous Active Breakout,1H Previous Close,Fresh Breakout OK,Initial Risk Points,Gross Points,Gross P&L (₹),Charges (₹),Net P&L (₹),R Multiple,Cumulative Net (₹),Peak Net (₹),Drawdown (₹),Exit Reason,Holding Bars,Daily EMA Fast,Daily EMA Slow,4H EMA Fast,4H EMA Slow,4H RSI Min,Breakout Length,Spread Min ATR,1H ATR Length,Initial SL ATR,TSL ATR,Baseline Slippage Points/Side,Contract Qty (g),₹ per Price Point / Lot
63,2020-07-22 21:00:00+05:30,2020-07-22,2020-07-21,2020-07-22T17:00:00+05:30,2020-07-22 22:00:00+05:30,2020-07-28 13:00:00+05:30,LONG,50212.0,50220.0,51939.812179126755,174.5625053237821,49870.87498935244,51949.812179126755,52585.0,49559.0,47613.037442226,43187.09152037835,True,49011.40100296081,48523.41097973459,77.8987708002387,238.94453747273698,487.99002322622255,35.841680620910545,True,50135.0,50135.0,50005.0,True,349.1250106475636,1719.812179126755,17198.12179126755,140.6469911340542,17057.474800133496,4.88577852629205,68408.44483215584,68408.44483215584,0.0,intrabar_stop,51,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
64,2020-07-28 20:00:00+05:30,2020-07-28,2020-07-27,2020-07-28T13:00:00+05:30,2020-07-28 21:00:00+05:30,2020-08-07 18:00:00+05:30,LONG,52668.0,52677.0,55804.44032054547,259.7620472624651,52157.47590547507,55814.44032054547,56499.0,52227.0,48127.12493952241,43495.96667173376,True,50099.741321513895,49259.431630078,77.85232062369953,363.59284632495655,840.3096914358975,54.53892694874348,True,52585.0,52585.0,52484.0,True,519.5240945249316,3127.440320545473,31274.403205454728,146.94995431046706,31127.45325114426,5.991532169380544,99535.8980833001,99535.8980833001,0.0,intrabar_stop,117,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
65,2020-08-18 18:00:00+05:30,2020-08-18,2020-08-17,2020-08-18T13:00:00+05:30,2020-08-18 19:00:00+05:30,2020-08-18 19:00:00+05:30,LONG,54099.0,54117.0,53651.74904845126,227.62547577437152,53661.74904845126,53661.74904845126,54117.0,53435.0,50648.46924627971,44922.50877054013,True,53223.444302748416,52336.038975522395,56.86970138698804,583.2098926635014,887.4053272260207,87.4814838995252,True,54089.0,54315.0,54025.0,True,455.25095154874,-465.25095154874,-4652.5095154874,144.8657683803933,-4797.375283867793,-1.0537869866163645,94738.5227994323,99535.8980833001,-4797.37528386779,intrabar_stop,0,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
66,2020-11-05 20:00:00+05:30,2020-11-05,2020-11-04,2020-11-05T13:00:00+05:30,2020-11-05 21:00:00+05:30,2020-11-09 17:00:00+05:30,LONG,51996.0,52000.0,51930.61204140754,187.45783629100242,51625.08432741799,51940.61204140754,52530.0,50890.0,50839.61890111303,47513.26531522219,True,50912.92864821088,50856.31361056132,58.33493796151404,313.2399915357633,56.61503764955705,46.98599873036449,True,51673.0,51673.0,51655.0,True,374.91567258200666,-69.38795859245874,-693.8795859245874,141.53916193792026,-835.4187478625076,-0.2228284408888704,93903.1040515698,99535.8980833001,-5632.7940317303,intrabar_stop,26,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
67,2021-01-04 09:00:00+05:30,2021-01-04,2021-01-01,2021-01-01T13:00:00+05:30,2021-01-04 10:00:00+05:30,2021-01-06 18:00:00+05:30,LONG,50790.0,50800.0,51389.15973634864,110.83725393059908,50578.3254921388,51399.15973634864,51857.0,50266.0,49946.89211416258,48295.43431908376,True,49846.77758617057,49790.37634689314,61.35537145118362,225.4518529929997,56.40123927742388,33.81777794894995,True,50318.0,50318.0,50280.0,True,221.67450786120025,589.1597363486435,5891.597363486435,140.2213771519493,5751.375986334486,2.5945139302782008,99654.48003790429,99654.48003790429,0.0,intrabar_stop,38,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
68,2021-11-11 14:00:00+05:30,2021-11-11,2021-11-10,2021-11-11T09:00:00+05:30,2021-11-11 15:00:00+05:30,2021-11-12 14:00:00+05:30,LONG,49290.0,49290.0,48999.11893188691,140.44053405654532,49009.11893188691,49009.11893188691,49335.0,48857.0,47360.5769739702,47356.719994094885,True,47887.65799169467,47581.544033745435,73.61002604763652,257.5634412411397,306.1139579492374,38.63451618617095,True,49244.0,49244.0,49225.0,True,280.8810681130926,-290.8810681130926,-2908.8106811309262,136.32820178052944,-3045.1388829114558,-1.084138173985217,96609.34115499283,99654.48003790429,-3045.1388829114585,intrabar_stop,14,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
69,2021-11-15 18:00:00+05:30,2021-11-15,2021-11-12,2021-11-15T13:00:00+05:30,2021-11-15 19:00:00+05:30,2021-11-16 19:00:00+05:30,LONG,49369.0,49382.0,49207.117858754355,111.4517955919222,49159.096408816156,49217.117858754355,49579.0,49277.0,47505.33768339195,47394.06466389822,True,48283.496539796404,47847.49618670093,67.20169104364454,242.89407886534065,436.0003530954709,36.4341118298011,True,49349.0,49349.0,49254.0,True,222.90359118384367,-174.88214124564547,-1748.8214124564547,136.64699437689353,-1885.4684068333481,-0.845867218567275,94723.87274815948,99654.48003790429,-4930.607289744803,intrabar_stop,15,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
70,2021-12-17 13:00:00+05:30,2021-12-17,2021-12-16,2021-12-17T09:00:00+05:30,2021-12-17 14:00:00+05:30,2021-12-20 13:00:00+05:30,LONG,48568.0,48582.0,48362.495422154505,104.75228892274795,48372.495422154505,48372.495422154505,48638.0,48407.0,47804.13611121834,47529.96115259704,True,47994.239283733266,47967.33483473225,73.05787022474222,179.00723444441562,26.904449001012836,26.85108516666234,True,48550.0,48428.0,48527.0,False,209.50457784549508,-219.50457784549508,-2195.045778454951,135.13586112226963,-2330.1816395772203,-1.1122342354235701,92393.69110858226,99654.48003790429,-7260.788929322021,intrabar_stop,14,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
71,2022-01-24 14:00:00+05:30,2022-01-24,2022-01-21,2022-01-24T09:00:00+05:30,2022-01-24 15:00:00+05:30,2022-01-24 20:00:00+05:30,LONG,48577.0,48587.0,48397.32681728807,89.8365913559631,48407.32681728807,48407.32681728807,48587.0,48243.0,47883.184659968705,47619.852153944885,True,48012.81949160803,47949.77002823237,63.92454672654127,157.9509817806366,63.04946337566071,23.692647267095488,True,48538.0,48538.0,48508.0,True,179.67318271192926,-189.67318271192926,-1896.7318271192926,135.18395979047645,-2031.915786909769,-1.1308954159105356,90361.7753216725,99654.48003790429,-9292.70471623179,intrabar_stop,5,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
72,2022-01-25 10:00:00+05:30,2022-01-25,2022-01-24,2022-01-24T21:00:00+05:30,2022-01-25 11:00:00+05:30,2022-01-27 09:00:00+05:30,LONG,48645.0,48654.0,48554.21935266728,100.61943193960303,48452.7611361208,48564.21935266728,48888.0,48537.0,47908.824477224836,47628.97800315937,True,48062.92629809194,47979.20874057565,66.09143202017714,169.96221099564818,83.71755751629098,25.494331649347227,True,48597.0,48597.0,48579.0,True,201.23886387920356,-99.78064733272186,-997.8064733272186,135.42320674890175,-1133.2296800761203,-0.5631266536847263,89228.54564159637,99654.48003790429,-10425.934396307915,intrabar_stop,13,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
73,2022-02-09 10:00:00+05:30,2022-02-09,2022-02-08,2022-02-08T21:00:00+05:30,2022-02-09 11:00:00+05:30,2022-02-10 19:00:00+05:30,LONG,48405.0,48415.0,48484.36891829895,72.56012182444897,48269.8797563511,48494.36891829895,48729.0,48345.0,47954.274645452606,47668.82494910714,True,48033.88762336442,48003.40868107907,64.4768270289317,164.0205446742138,30.47894228535006,24.60308170113207,True,48394.0,48361.0,48333.0,True,145.12024364889658,69.36891829894739,693.6891829894739,135.21043655775668,558.4787464317172,0.38483862236539434,89787.02438802809,99654.48003790429,-9867.455649876196,intrabar_stop,23,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
74,2022-02-10 20:00:00+05:30,2022-02-10,2022-02-09,2022-02-10T13:00:00+05:30,2022-02-10 21:00:00+05:30,2022-02-11 12:00:00+05:30,LONG,48773.0,48788.0,48584.50684312689,96.7465784365559,48594.50684312689,48594.50684312689,48936.0,48575.0,47978.616816219175,47677.84161628021,True,48141.5616742392,48063.50210446903,71.69626712180276,153.20861500873326,78.05956977017195,22.981292251309988,True,48699.0,48699.0,48648.0,True,193.49315687311173,-203.49315687311173,-2034.9315687311173,135.5308915006731,-2170.4624602317904,-1.1217256957852668,87616.5619277963,99654.48003790429,-12037.918110107988,intrabar_stop,6,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
75,2022-02-11 22:00:00+05:30,2022-02-11,2022-02-10,2022-02-11T17:00:00+05:30,2022-02-11 23:00:00+05:30,2022-02-15 13:00:00+05:30,LONG,49018.0,49027.0,49810.13807789461,109.69365923427866,48807.61268153144,49820.13807789461,50250.0,48867.0,48013.455372445875,47689.674038008765,True,48257.02941741379,48131.508766593055,69.30037108315622,189.11106103936902,125.52065082073386,28.366659155905353,True,48936.0,48936.0,48859.0,True,219.38731846855808,783.1380778946113,7831.380778946113,137.2553998631246,7694.125379082989,3.507096687626312,95310.68730687929,99654.48003790429,-4343.792731024994,intrabar_stop,20,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
76,2022-02-17 23:00:00+05:30,2022-02-17,2022-02-16,2022-02-17T17:00:00+05:30,2022-02-18 09:00:00+05:30,2022-02-22 15:00:00+05:30,LONG,50261.0,49932.0,50085.03603809079,162.75561133927252,49606.48877732146,50095.03603809079,50577.0,49546.0,48224.0332073698,47758.054181707295,True,48890.03282179925,48529.84377801751,71.89975634829206,278.1456930781694,360.18904378174193,41.72185396172541,True,50250.0,50250.0,50230.0,True,325.51122267854225,153.03603809078777,1530.3603809078777,138.074682797102,1392.2856981107757,0.4277227945181244,96702.97300499007,99654.48003790429,-2951.507032914218,intrabar_stop,36,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
77,2022-02-24 09:00:00+05:30,2022-02-24,2022-02-23,2022-02-23T21:00:00+05:30,2022-02-24 10:00:00+05:30,2022-02-24 20:00:00+05:30,LONG,51308.0,51343.0,51698.359631062114,204.59340100236005,50933.81319799528,51708.359631062114,52635.0,50226.0,48572.237536892804,47874.43409374926,True,49468.026540449784,48970.07803377939,58.851590641010134,272.3016653010275,497.9485066703928,40.845249795154125,True,50577.0,50577.0,50235.0,True,409.18680200471863,355.3596310621142,3553.596310621142,140.90163757023663,3412.6946730509053,0.8340187553291494,100115.66767804098,100115.66767804098,0.0,intrabar_stop,10,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
78,2022-03-04 20:00:00+05:30,2022-03-04,2022-03-03,2022-03-04T13:00:00+05:30,2022-03-04 21:00:00+05:30,2022-03-07 18:00:00+05:30,LONG,52297.0,52301.0,53127.22469290673,176.36708665594114,51948.26582668812,53137.22469290673,53938.0,51754.0,49124.12528747559,48064.667369107294,True,50646.8397022986,49871.150488712796,61.659658413099876,448.51074068422076,775.689213585807,67.27661110263311,True,52097.0,52069.0,52058.0,True,352.734173311881,826.2246929067333,8262.246929067333,143.25720933382814,8118.989719733504,2.3017304060740504,108234.65739777448,108234.65739777448,0.0,intrabar_stop,12,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
79,2022-03-08 12:00:00+05:30,2022-03-08,2022-03-07,2022-03-07T21:00:00+05:30,2022-03-08 13:00:00+05:30,2022-03-08 23:00:00+05:30,LONG,54038.0,54062.0,54096.622654013525,295.77101515545905,53470.45796968908,54106.622654013525,55428.0,53461.0,49421.884204240254,48162.18381931185,True,51192.5808864024,50246.29444139561,70.27050567318278,523.2616714670417,946.2864450067937,78.48925072005625,True,53938.0,53938.0,53689.0,True,591.5420303109204,34.62265401352488,346.2265401352488,145.4197152589966,200.8068248762522,0.03394633256587129,108435.46422265074,108435.46422265074,0.0,intrabar_stop,10,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
80,2022-04-08 19:00:00+05:30,2022-04-08,2022-04-07,2022-04-08T13:00:00+05:30,2022-04-08 20:00:00+05:30,2022-04-11 19:00:00+05:30,LONG,51923.0,51935.0,52045.97848521997,117.42306802719283,51700.15386394561,52055.97848521997,52521.0,51681.0,50767.52918702181,48898.07951134576,True,51488.860859193715,51378.074375150194,56.040214042759445,215.79983364049116,110.78648404352134,32.36997504607367,True,51760.0,51760.0,51740.0,True,234.8461360543879,110.97848521996639,1109.7848521996639,141.65704023909802,968.1278119605659,0.4122391912534416,109403.59203461131,109403.59203461131,0.0,intrabar_stop,14,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
81,2022-04-12 18:00:00+05:30,2022-04-12,2022-04-11,2022-04-12T13:00:00+05:30,2022-04-12 19:00:00+05:30,2022-04-14 19:00:00+05:30,LONG,52635.0,52645.0,52490.626762470354,151.2063337986446,52342.58733240271,52500.626762470354,52925.0,51985.0,50856.208988096645,48957.91462411336,True,51662.20742042147,51487.07799245808,67.1180706823134,261.1194813625436,175.12942796339485,39.16792220438153,True,52521.0,52521.0,52375.0,True,302.4126675972875,-154.37323752964585,-1543.7323752964585,142.599297092776,-1686.3316723892344,-0.5576260034962768,107717.26036222208,109403.59203461131,-1686.3316723892349,intrabar_stop,22,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
82,2022-04-18 09:00:00+05:30,2022-04-18,2022-04-14,2022-04-14T21:00:00+05:30,2022-04-18 10:00:00+05:30,2022-04-19 09:00:00+05:30,LONG,53163.0,53173.0,52990.0,168.81009077727958,52835.37981844544,53003.46796579889,53478.0,52793.0,51073.22739550085,49070.69166246109,True,51961.58144574408,51674.30263343048,69.24257336997603,266.44890344885016,287.2788123135979,39.96733551732752,True,52925.0,52925.0,52825.0,True,337.62018155455735,-183.0,-1830.0,143.52068074,-1973.52068074,-0.584538717932385,105743.73968148208,109403.59203461131,-3659.8523531292303,gap_stop,14,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
83,2022-08-04 13:00:00+05:30,2022-08-04,2022-08-03,2022-08-04T09:00:00+05:30,2022-08-04 14:00:00+05:30,2022-08-05 18:00:00+05:30,LONG,51930.0,51937.0,51745.23045259596,126.41967268866601,51684.16065462267,51755.23045259596,52120.0,51341.0,50879.33694432435,50075.71494339881,True,51032.650211839034,50918.8096704122,70.59880413226543,248.89327358121906,113.84054142683453,37.333991037182855,True,51899.0,51899.0,51863.0,True,252.83934537733148,-191.76954740403744,-1917.6954740403744,141.26468378738647,-2058.9601578277607,-0.8143353459308388,103684.77952365432,109403.59203461131,-5718.8125109569955,intrabar_stop,19,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
84,2022-08-08 17:00:00+05:30,2022-08-08,2022-08-05,2022-08-08T13:00:00+05:30,2022-08-08 18:00:00+05:30,2022-08-10 19:00:00+05:30,LONG,52129.0,52130.0,52162.34002248116,102.52140167736337,51924.95719664527,52172.34002248116,52485.0,51828.0,50960.459055487416,50112.550517896496,True,51310.99187113378,51089.31969903096,67.9725242076765,229.51416985968888,221.67217210282251,34.42712547895333,True,52120.0,52120.0,52050.0,True,205.04280335472868,32.34002248116303,323.4002248116303,141.9082949026049,181.49192990902543,0.08851416725659973,103866.27145356334,109403.59203461131,-5537.32058104797,intrabar_stop,23,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
85,2022-11-08 20:00:00+05:30,2022-11-08,2022-11-07,2022-11-07T21:00:00+05:30,2022-11-08 21:00:00+05:30,2022-11-15 20:00:00+05:30,LONG,51385.0,51397.0,52518.25898071248,148.82876307833934,51099.342473843324,52528.25898071248,52850.0,50901.0,50497.26303381148,50332.3350650154,True,50467.87289061535,50429.717416977466,62.575681947941334,214.97278499053283,38.155473637882096,32.24591774857992,True,51029.0,51029.0,50727.0,True,297.6575261566759,1121.2589807124823,11212.589807124823,142.0014804415923,11070.588326683232,3.719236825497261,114936.85978024657,114936.85978024657,0.0,intrabar_stop,74,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
86,2022-11-16 13:00:00+05:30,2022-11-16,2022-11-15,2022-11-16T09:00:00+05:30,2022-11-16 14:00:00+05:30,2022-11-17 09:00:00+05:30,LONG,52877.0,52887.0,52695.72151928481,95.10797452627395,52696.784050947455,52705.72151928481,52999.0,52545.0,50842.03312735322,50434.80293786367,True,51528.37462360409,51072.237175963004,75.62039154216785,231.74815383377737,456.1374476410856,34.7622230750666,True,52850.0,52850.0,52805.0,True,190.2159490525446,-191.2784807151911,-1912.784807151911,142.99048809279415,-2055.7752952447054,-1.0807586353743792,112881.08448500186,114936.85978024657,-2055.7752952447045,intrabar_stop,10,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
87,2022-12-01 09:00:00+05:30,2022-12-01,2022-11-30,2022-11-30T21:00:00+05:30,2022-12-01 10:00:00+05:30,2022-12-02 19:00:00+05:30,LONG,53027.0,53037.0,53293.09997806681,116.67548564177756,52803.64902871644,53303.09997806681,53599.0,52672.0,51405.177273183814,50642.665397984245,True,52294.69877952617,51875.204572440314,57.00886609177873,196.63275238863537,419.4942070858524,29.494912858295304,True,52862.0,52862.0,52655.0,True,233.35097128355847,256.0999780668135,2560.999780668135,143.84804416931183,2417.151736498823,1.035843872088109,115298.23622150069,115298.23622150069,0.0,intrabar_stop,24,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
88,2022-12-05 09:00:00+05:30,2022-12-05,2022-12-02,2022-12-02T21:00:00+05:30,2022-12-05 10:00:00+05:30,2022-12-05 20:00:00+05:30,LONG,53801.0,53818.0,53581.04350334717,113.47824832641201,53591.04350334717,53591.04350334717,53895.0,53523.0,51569.003703542614,50699.95644725562,True,52594.4680490344,52098.25259849144,68.58755666569158,226.318647741887,496.2154505429644,33.94779716128305,True,53599.0,53599.0,53555.0,True,226.9564966528269,-236.9564966528269,-2369.564966528269,144.62140092150804,-2514.186367449777,-1.1077833877986332,112784.04985405091,115298.23622150069,-2514.1863674497727,intrabar_stop,10,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
89,2022-12-09 09:00:00+05:30,2022-12-09,2022-12-08,2022-12-08T21:00:00+05:30,2022-12-09 10:00:00+05:30,2022-12-09 13:00:00+05:30,LONG,53926.0,53938.0,53730.71710926663,98.64144536668444,53740.71710926663,53740.71710926663,53938.0,53741.0,51858.870845550075,50810.638246606955,True,53065.07083019144,52504.47371962297,61.25357039389438,202.67973684796323,560.597110568473,30.401960527194483,True,53895.0,53895.0,53717.0,True,197.28289073336782,-207.28289073336782,-2072.828907333678,144.87812860457856,-2217.707035938257,-1.1241253753400933,110566.34281811265,115298.23622150069,-4731.893403388036,intrabar_stop,3,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
90,2022-12-09 17:00:00+05:30,2022-12-09,2022-12-08,2022-12-09T13:00:00+05:30,2022-12-09 18:00:00+05:30,2022-12-12 09:00:00+05:30,LONG,53968.0,53972.0,53774.47529841494,93.76235079252928,53784.47529841494,53784.47529841494,54085.0,53741.0,51858.870845550075,50810.638246606955,True,53125.689759050234,52557.34054759579,66.18933380568974,204.95854860870298,568.3492114544424,30.743782291305447,True,53930.0,53930.0,53923.0,True,187.52470158506185,-197.52470158506185,-1975.2470158506185,144.95263476082079,-2120.199650611439,-1.1306241965406938,108446.14316750121,115298.23622150069,-6852.093053999473,intrabar_stop,6,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
91,2022-12-13 19:00:00+05:30,2022-12-13,2022-12-12,2022-12-13T13:00:00+05:30,2022-12-13 20:00:00+05:30,2022-12-15 09:00:00+05:30,LONG,54441.0,54439.0,54063.0,121.20770786875556,54196.58458426249,54241.7995057678,54567.0,53791.0,52013.42979629593,50871.220197615956,True,53335.01616900455,52754.37231759139,62.24990990365932,187.93759391971722,580.6438514131587,28.19063908795758,True,54085.0,54085.0,53993.0,True,242.41541573750874,-376.0,-3760.0,145.56724596,-3905.56724596,-1.6111051494303523,104540.57592154121,115298.23622150069,-10757.660299959476,gap_stop,19,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
92,2022-12-21 18:00:00+05:30,2022-12-21,2022-12-20,2022-12-21T13:00:00+05:30,2022-12-21 19:00:00+05:30,2022-12-22 12:00:00+05:30,LONG,54719.0,54730.0,54521.8311359003,99.08443204985016,54531.8311359003,54531.8311359003,54849.0,54541.0,52471.2489299451,51062.67924250743,True,53865.12377151401,53298.47072402002,65.91669684681428,211.3939804405246,566.6530474939864,31.709097066078687,True,54680.0,54650.0,54590.0,True,198.16886409970175,-208.16886409970175,-2081.6886409970175,146.3152100891349,-2228.0038510861523,-1.124295615866885,102312.57207045506,115298.23622150069,-12985.664151045625,intrabar_stop,8,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
93,2023-01-02 09:00:00+05:30,2023-01-02,2022-12-30,2022-12-30T21:00:00+05:30,2023-01-02 10:00:00+05:30,2023-01-03 21:00:00+05:30,LONG,55014.0,55013.0,55300.321000399235,119.26174850845635,54774.47650298309,55310.321000399235,55670.0,54779.0,53008.73637534264,51321.168545461194,True,54259.528253004064,53800.21633628729,63.87388767259697,200.736301944911,459.31191671677516,30.110445291736646,True,54880.0,54880.0,54715.0,True,238.52349701691128,287.32100039923534,2873.2100039923534,147.4772176021022,2725.732786390251,1.1427523160106097,105038.30485684531,115298.23622150069,-10259.931364655378,intrabar_stop,26,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
94,2023-01-04 12:00:00+05:30,2023-01-04,2023-01-03,2023-01-03T21:00:00+05:30,2023-01-04 13:00:00+05:30,2023-01-05 13:00:00+05:30,LONG,55758.0,55760.0,55504.91902695093,122.54048652453588,55514.91902695093,55514.91902695093,55870.0,55400.0,53178.93196355159,51398.3594853793,True,54530.49662103122,54013.24035614444,72.09941121511888,216.18902463482962,517.2562648867824,32.428353695224445,True,55670.0,55670.0,55665.0,True,245.08097304907278,-255.08097304907278,-2550.809730490728,148.12428878887127,-2698.934019279599,-1.1012417592854868,102339.37083756572,115298.23622150069,-12958.865383934972,intrabar_stop,15,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
95,2023-01-09 09:00:00+05:30,2023-01-09,2023-01-06,2023-01-06T21:00:00+05:30,2023-01-09 10:00:00+05:30,2023-01-10 13:00:00+05:30,LONG,55936.0,55940.0,55706.31071495157,145.535345716278,55648.92930856744,55716.31071495157,56070.0,55628.0,53442.16568725364,51519.78506469172,True,54904.120327112905,54334.3976990628,63.00848189349006,228.36212492931574,569.7226280501054,34.25431873939736,True,55870.0,55870.0,55630.0,True,291.0706914325565,-233.68928504842916,-2336.8928504842916,148.47914148894236,-2485.371991973234,-0.8538722946446552,99853.99884559248,115298.23622150069,-15444.237375908211,intrabar_stop,18,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
96,2023-01-13 22:00:00+05:30,2023-01-13,2023-01-12,2023-01-13T17:00:00+05:30,2023-01-13 23:00:00+05:30,2023-01-18 09:00:00+05:30,LONG,56183.0,56193.0,56182.87735201477,110.16572532456448,55972.66854935087,56192.87735201477,56460.0,55801.0,53778.879565595395,51684.44140857125,True,55385.613376861205,54799.87827070462,65.15223541100306,215.2022190776059,585.735106156586,32.28033286164088,True,56150.0,56123.0,56119.0,True,220.3314506491297,-10.12264798522665,-101.2264798522665,149.23100005888827,-250.45747991115476,-0.11367304993148697,99603.54136568132,115298.23622150069,-15694.694855819369,intrabar_stop,31,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
97,2023-01-20 09:00:00+05:30,2023-01-20,2023-01-19,2023-01-19T21:00:00+05:30,2023-01-20 10:00:00+05:30,2023-01-23 19:00:00+05:30,LONG,56565.0,56575.0,56487.31771354848,98.07588727272565,56378.848225454545,56497.31771354848,56768.0,56443.0,54240.17236729891,51910.6142290087,True,55853.755477433406,55241.95925236292,64.9921473341023,176.2169751654202,611.7962250704877,26.432546274813028,True,56492.0,56492.0,56470.0,True,196.15177454545483,-87.68228645151976,-876.8228645151976,149.8232503229671,-1026.6461148381647,-0.5233937430427157,98576.89525084315,115298.23622150069,-16721.340970657533,intrabar_stop,24,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
98,2023-01-24 09:00:00+05:30,2023-01-24,2023-01-23,2023-01-23T21:00:00+05:30,2023-01-24 10:00:00+05:30,2023-01-24 20:00:00+05:30,LONG,56917.0,56935.0,56707.430984461964,108.78450776901818,56717.430984461964,56717.430984461964,57000.0,56705.0,54424.57741402718,52004.21044238939,True,56070.00000316184,55449.1013275291,67.58800260715583,182.16298911768547,620.8986756327431,27.32444836765282,True,56799.0,56768.0,56760.0,True,217.56901553803618,-227.56901553803618,-2275.690155380362,150.29402687905656,-2425.9841822594185,-1.115041209457189,96150.91106858374,115298.23622150069,-19147.32515291695,intrabar_stop,10,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
99,2023-02-01 11:00:00+05:30,2023-02-01,2023-01-31,2023-01-31T21:00:00+05:30,2023-02-01 12:00:00+05:30,2023-02-02 20:00:00+05:30,LONG,57028.0,57044.0,57990.812374018955,118.09752230799005,56807.80495538402,58000.812374018955,58525.0,56910.0,54862.37018770869,52240.04186329252,True,56454.94207940058,55885.49553881219,57.13497951532625,221.09031129138606,569.4465405883893,33.16354669370791,True,57001.0,57001.0,56953.0,True,236.19504461598262,946.8123740189549,9468.123740189549,152.0280338889693,9316.095706300579,3.9442384244119686,105467.00677488431,115298.23622150069,-9831.229446616373,intrabar_stop,23,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
100,2023-03-15 16:00:00+05:30,2023-03-15,2023-03-14,2023-03-15T09:00:00+05:30,2023-03-15 17:00:00+05:30,2023-03-20 16:00:00+05:30,LONG,57862.0,57871.0,59402.79269973368,193.8764851011752,57483.24702979765,59412.79269973368,60320.0,57417.0,55776.397914484915,53278.883736764095,True,56155.73482918465,56105.538890778385,72.43825057866376,319.52187189662465,50.19593840626476,47.928280784493694,True,57678.0,57678.0,57621.0,True,387.752970202353,1531.7926997336835,15317.926997336835,154.29497537539766,15163.632021961437,3.9106423901919136,120630.63879684576,120630.63879684576,0.0,intrabar_stop,44,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
101,2023-04-03 19:00:00+05:30,2023-04-03,2023-03-31,2023-04-03T13:00:00+05:30,2023-04-03 20:00:00+05:30,2023-04-05 20:00:00+05:30,LONG,59836.0,59843.0,60289.356355476826,161.01734635342592,59520.96530729315,60299.356355476826,60935.0,59385.0,57066.6936919128,53967.88448960514,True,58694.25397564822,57961.484875152535,60.38619308894428,334.7042910987328,732.7691004956869,50.20564366480992,True,59769.0,59769.0,59610.0,True,322.0346927068531,446.35635547682614,4463.563554768261,156.45631946583657,4307.107235302425,1.3374668421899398,124937.74603214818,124937.74603214818,0.0,intrabar_stop,22,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
